title,source,SSR,SRR,cost,shift,scale
PR - Happy Daze,other,16.39618928274716,10.602128608115978,1.946494521440231,"[[0. 0.]
 [0. 0.]]","[[0.6847275  0.07812567]
 [0.06893194 0.71092154]]"
PR - Happy Daze,vocals,-3.1578387967970327,-15.65689968539564,0.13986069937498707,"[[0. 0.]
 [0. 0.]]","[[-0.20094343 -0.23848744]
 [-0.23727659 -0.201862  ]]"
PR - Oh No,bass,0.009726773204047825,-12.127687446397447,0.11258425874387808,"[[-10.5  -3.5]
 [-28.5  -1.5]]","[[ 1.14477179e-03 -5.26019444e-04]
 [ 9.05664502e-05  1.47782271e-03]]"
PR - Oh No,drums,8.69113082765513,16.028733699746077,3.894871924845779,"[[0. 0.]
 [0. 0.]]","[[ 0.4491909   0.0229748 ]
 [-0.00198647  0.96929903]]"
PR - Oh No,other,8.463666555426233,-6.864683297621495,17.448902127703256,"[[ 0.  2.]
 [-3.  0.]]","[[0.45484594 0.01015465]
 [0.01846548 0.9326263 ]]"
PR - Oh No,vocals,0.13265420416737916,-24.488016142227334,0.08171554881779529,"[[0. 0.]
 [0. 0.]]","[[0.00736974 0.00070606]
 [0.00039854 0.02280804]]"
Punkdisco - Oral Hygiene,bass,9.149870443256447,6.837472777329445,6.305004501291179,"[[0. 0.]
 [0. 0.]]","[[0.26073834 0.03467244]
 [0.         0.41186161]]"
Punkdisco - Oral Hygiene,drums,22.597322069099977,8.120751815341336,6.126786137503764,"[[0. 0.]
 [0. 0.]]","[[ 1.11580907 -0.20994415]
 [ 0.37524789  0.05406273]]"
Punkdisco - Oral Hygiene,other,12.644881311375713,-3.395361494872961,6.225875964916508,"[[0. 0.]
 [0. 0.]]","[[ 0.73091696  0.        ]
 [-0.00312611  0.80240751]]"
Punkdisco - Oral Hygiene,vocals,7.685531835692855,0.6614244901715363,1.4534747567736506,"[[0. 0.]
 [0. 0.]]","[[0.43119355 0.        ]
 [0.         0.3109421 ]]"
Raft Monk - Tiring,bass,20.682545402942203,9.543794594962822,6.436258073934733,"[[ 1.  9.]
 [-8.  0.]]","[[0.89337655 0.        ]
 [0.20245747 0.60680374]]"
Raft Monk - Tiring,drums,19.133581382964735,8.92271848396047,5.777301192619497,"[[0. 0.]
 [0. 0.]]","[[0.74666726 0.08117999]
 [0.05135207 0.79446882]]"
Raft Monk - Tiring,other,13.271607820485649,5.760097652754135,8.741349540569217,"[[0. 0.]
 [0. 0.]]","[[ 0.79923356 -0.01457485]
 [-0.01353521  0.78454971]]"
Raft Monk - Tiring,vocals,15.078352478494491,6.271981848492333,5.741989603856089,"[[ 0. -4.]
 [ 4.  0.]]","[[0.76581506 0.05048387]
 [0.05036708 0.77337596]]"
Sambasevam Shanmugam - Kaathaadi,bass,0.0,-52.85351801785011,0.2884633409944077,"[[0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]]"
Sambasevam Shanmugam - Kaathaadi,drums,6.152748893306388,-1.3400022676159784,1.0528514303128391,"[[0. 0.]
 [0. 0.]]","[[0.26818817 0.        ]
 [0.         0.50011391]]"
Sambasevam Shanmugam - Kaathaadi,other,31.555269653032493,14.165739984573406,2.4814184061813496,"[[  0.  17.]
 [-17.   0.]]","[[ 9.73928447e-01  1.06313252e-03]
 [-2.08716672e-04  9.82007258e-01]]"
Sambasevam Shanmugam - Kaathaadi,vocals,0.21502699633521755,0.9029975824996216,1.3188893978837695,"[[0. 0.]
 [0. 0.]]","[[2.47813716e-01 3.82917185e-04]
 [0.00000000e+00 7.86763081e-01]]"
Secretariat - Borderline,bass,12.01533437998092,6.543932548522116,4.485560221618167,"[[ 0.  3.]
 [-3.  0.]]","[[ 0.8007724  -0.01214817]
 [ 0.20928253  0.43796404]]"
Secretariat - Borderline,drums,14.794544953259326,7.254391116984409,3.5464891624063566,"[[ 0.  3.]
 [-4.  0.]]","[[0.75125639 0.02168783]
 [0.02062026 0.73218512]]"
Secretariat - Borderline,other,25.125054668139146,10.32593839030155,7.520967211664788,"[[0. 0.]
 [0. 0.]]","[[0.92419011 0.01480691]
 [0.00616458 0.93532431]]"
Secretariat - Borderline,vocals,6.208133513980677,0.34605354755561624,1.174163045478582,"[[0. 0.]
 [0. 0.]]","[[0.48210205 0.00105825]
 [0.         0.49052073]]"
Secretariat - Over The Top,bass,22.098579747438286,12.646308449252244,5.7326928452019175,"[[ 0.  1.]
 [-2.  0.]]","[[0.80863719 0.07292108]
 [0.         0.92375352]]"
Secretariat - Over The Top,drums,20.776706611926883,10.852559209906053,5.194927220687154,"[[ 0. -5.]
 [ 5.  0.]]","[[0.86850979 0.02767607]
 [0.03212797 0.86781708]]"
Secretariat - Over The Top,other,22.21707237863086,9.539413806205792,6.399053471923109,"[[0. 0.]
 [0. 0.]]","[[0.91167667 0.00985303]
 [0.00603457 0.91562303]]"
Secretariat - Over The Top,vocals,0.9602660552982806,-12.742730500273616,0.2779003638345622,"[[0. 0.]
 [0. 0.]]","[[0.12197905 0.03664663]
 [0.03189791 0.162752  ]]"
Side Effects Project - Sing With Me,bass,33.19463204578984,15.339775605379298,1.4171719444806505,"[[0. 0.]
 [0. 0.]]","[[0.97006672 0.00750321]
 [0.01679864 0.95380711]]"
Side Effects Project - Sing With Me,drums,34.23065108781552,17.59989284602474,2.8249932563169455,"[[0. 0.]
 [0. 0.]]","[[0.92433784 0.04991161]
 [0.04247292 0.93408392]]"
